Date,AMD,ANET,AVGO,COHR,EQIX,GLD,GOOG,LITE,MRVL,SNDR,VRT
2026-03-10,203.22999572753906,139.6199951171875,341.86285400390625,260.6400146484375,956.0700073242188,477.8599853515625,306.92999267578125,672.0,93.30000305175781,25.721240997314453,269.9957275390625
2026-03-11,204.8300018310547,138.22999572753906,340.85498046875,251.41000366210938,973.4299926757812,476.239990234375,308.4200134277344,672.0,90.44000244140625,25.034147262573242,268.1961669921875
2026-03-12,197.74000549316406,134.02999877929688,335.2667236328125,241.27000427246094,971.469970703125,466.8800048828125,303.2099914550781,616.0900268554688,87.66999816894531,23.649999618530273,265.3168640136719
2026-03-13,193.38999938964844,133.57000732421875,321.4856262207031,242.75999450683594,969.9000244140625,460.8399963378906,301.4599914550781,622.5,87.86000061035156,23.709999084472656,258.81842041015625
2026-03-16,196.5800018310547,135.35000610351562,324.2398681640625,247.3699951171875,984.4600219726562,460.42999267578125,304.4200134277344,624.8400268554688,91.58000183105469,23.889999389648438,264.677001953125
2026-03-17,196.30999755859375,133.07000732421875,320.63739013671875,245.8000030517578,976.8800048828125,459.2699890136719,309.4100036621094,649.5599975585938,90.79000091552734,24.059999465942383,268.4100036621094
2026-03-18,199.4600067138672,136.07000732421875,315.2686462402344,257.2099914550781,973.5599975585938,444.739990234375,306.29998779296875,700.8099975585938,87.62000274658203,23.81999969482422,264.7099914550781
2026-03-19,205.27000427246094,136.25999450683594,319.17047119140625,275.57000732421875,974.760009765625,426.4100036621094,305.7300109863281,772.1300048828125,89.52999877929688,23.610000610351562,269.1700134277344
2026-03-20,201.3300018310547,131.22000122070312,309.8600158691406,253.6300048828125,959.1599731445312,413.3800048828125,298.7900085449219,706.3499755859375,87.91000366210938,23.75,255.8800048828125
2026-03-23,202.67999267578125,135.8800048828125,322.510009765625,255.0500030517578,966.9600219726562,404.0400085449219,299.0199890136719,728.9500122070312,90.16000366210938,24.440000534057617,256.0
2026-03-24,205.3699951171875,130.8000030517578,318.2900085449219,272.3299865722656,964.530029296875,404.1300048828125,289.20001220703125,801.989990234375,92.36000061035156,25.270000457763672,270.8900146484375
2026-03-25,220.27000427246094,135.00999450683594,318.80999755859375,272.0400085449219,965.9500122070312,416.2900085449219,289.5899963378906,777.1699829101562,98.44999694824219,25.850000381469727,276.1600036621094
2026-03-26,203.77000427246094,122.55000305175781,309.4200134277344,243.2899932861328,963.3900146484375,400.6400146484375,280.739990234375,688.7999877929688,97.68000030517578,25.729999542236328,252.39999389648438
2026-03-27,201.99000549316406,120.7699966430664,300.67999267578125,243.47999572753906,963.0,414.70001220703125,273.760009765625,702.72998046875,94.87999725341797,25.440000534057617,251.07000732421875
2026-03-30,196.0399932861328,116.12999725341797,293.4100036621094,219.64999389648438,964.0499877929688,414.5799865722656,273.1400146484375,654.7899780273438,87.80999755859375,25.6200008392334,234.22000122070312
2026-03-31,203.42999267578125,122.77999877929688,309.510009765625,238.2100067138672,980.239990234375,430.2900085449219,286.8599853515625,702.760009765625,99.05000305175781,26.360000610351562,250.5800018310547
2026-04-01,210.2100067138672,124.8499984741211,313.489990234375,247.8000030517578,995.97998046875,437.82000732421875,294.8999938964844,764.6500244140625,106.70999908447266,26.5,259.3699951171875
2026-04-02,217.5,126.68000030517578,314.54998779296875,258.1600036621094,1000.3699951171875,429.4100036621094,294.4599914550781,826.8800048828125,107.11000061035156,27.030000686645508,261.2900085449219
2026-04-06,220.17999267578125,126.25,314.42999267578125,253.22000122070312,1016.0800170898438,427.6499938964844,297.6600036621094,772.280029296875,109.51000213623047,27.280000686645508,258.7300109863281
2026-04-07,221.52999877929688,133.63999938964844,333.9700012207031,255.10000610351562,1007.2899780273438,431.80999755859375,303.92999267578125,815.75,109.37999725341797,27.440000534057617,262.29998779296875
